StudentID,Date,BehaviorType,Notes
S0966,2025-01-26,Participative,Threat and cause.
S0967,2024-07-14,Helpful,Protect indicate look simply put situation.
S0967,2024-10-06,Absent without notice,Trade issue coach manager where yeah.
S0967,2024-09-24,Late,He down concern movie.
S0967,2025-02-05,Helpful,News might identify environment score effect.
S0967,2024-07-30,Late,Wind very raise culture across how.
S0967,2024-11-28,Participative,Visit investment choose different scientist bed.
S0967,2025-05-01,Disruptive,Sell yourself back.
S0967,2025-06-07,Participative,Crime her within.
S0967,2024-08-20,Disruptive,Way movie already tax.
S0968,2024-06-20,Helpful,Option before despite prevent Republican if.
S0968,2024-10-03,Disruptive,Get unit side always daughter out instead.
S0968,2025-05-07,Late,Itself that beautiful fire.
S0968,2025-03-15,Late,Imagine particular entire my.
S0968,2024-08-05,Absent without notice,Accept market generation it write stage determine.
S0968,2025-05-21,Absent without notice,Cover late during woman off.
S0968,2025-05-07,Participative,Class news position exactly money clear herself.
S0968,2024-10-18,Participative,Adult government hope new whose time growth.
S0969,2025-02-19,Absent without notice,Fact nation debate blood.
S0969,2024-12-03,Disruptive,Walk reason thousand growth bank heart.
S0969,2025-02-22,Absent without notice,Impact minute word imagine.
S0969,2024-07-14,Absent without notice,Open its himself traditional left.
S0969,2024-12-21,Absent without notice,Fund ability high seven evening large camera cut.
S0969,2024-09-21,Helpful,New at risk away treatment base.
S0969,2025-02-18,Participative,North save picture three likely issue.
S0969,2025-03-22,Helpful,Herself professional real.
S0969,2024-08-05,Late,Hold seat interest stop oil describe.
S0969,2024-12-27,Participative,Real surface carry.
S0970,2024-08-06,Disruptive,Pressure chair morning number serious.
S0970,2024-07-02,Late,Head truth final realize seven thought reflect.
S0970,2025-01-14,Participative,Enter store during beyond oil property room.
S0970,2024-08-17,Late,Least see down pressure.
S0970,2024-08-07,Absent without notice,Ahead including street practice inside arrive feeling music.
S0970,2025-06-08,Participative,Actually reach deal citizen event leg.
S0970,2025-02-12,Participative,Technology local sometimes voice environmental.
S0970,2024-07-24,Disruptive,Above treatment strong argue feel thing budget.
S0971,2025-06-11,Disruptive,Religious see lead according party.
S0971,2024-11-22,Disruptive,Cold defense assume ground finish indicate artist.
S0971,2025-02-24,Participative,Your arrive than order.
S0971,2024-10-17,Absent without notice,Program police property try.
S0971,2025-03-13,Disruptive,Use job edge goal father.
S0971,2025-05-05,Disruptive,Rest chance area situation ground.
S0972,2024-09-02,Late,Oil type short factor loss occur reach.
S0972,2024-10-30,Participative,Machine during suddenly agree run none drug.
S0972,2025-04-16,Absent without notice,Interesting direction spend focus either.
S0972,2025-02-21,Helpful,Possible never particular throughout.
S0972,2024-07-21,Helpful,Space young lot age to bed scientist.
S0972,2024-09-08,Helpful,Pass training explain ball about land your.
S0973,2024-11-13,Disruptive,Enter wear follow hear either trade any.
S0973,2024-09-08,Late,Smile build civil pass kid character.
S0973,2025-04-03,Disruptive,Old seat nor point.
S0973,2024-09-14,Absent without notice,Able truth note century.
S0973,2025-01-22,Absent without notice,Add fine onto nearly watch fear free.
S0973,2024-11-09,Disruptive,Happen young commercial woman represent executive get line.
S0974,2024-06-27,Helpful,Happen small understand test rest piece win.
S0974,2024-12-14,Participative,Experience difficult staff prove.
S0974,2024-07-19,Disruptive,Window allow heavy its upon deal.
S0974,2024-08-15,Participative,Including deep live sort yourself partner involve.
S0974,2024-11-29,Participative,Great country various vote generation white.
S0974,2024-12-24,Absent without notice,Yes paper need television skill can.
S0974,2024-10-02,Participative,Room itself ago break personal control.
S0974,2025-05-11,Absent without notice,Significant real hundred organization authority note.
S0974,2024-11-26,Absent without notice,Writer lot value sea sport land.
S0975,2024-10-05,Absent without notice,Church know view certainly many wear face.
S0975,2024-10-12,Late,Certainly any rate shoulder new college.
S0975,2025-05-04,Helpful,Understand in sport according say.
S0975,2025-02-23,Disruptive,Small affect large decision form power behavior point.
S0975,2025-02-13,Absent without notice,Item amount break important challenge huge baby college.
S0975,2025-01-10,Late,Writer writer maintain sport successful air tax.
S0975,2025-06-06,Disruptive,Sort pretty local social pretty structure.
S0975,2024-10-07,Disruptive,Camera board less even minute.
S0975,2024-08-06,Late,Audience street notice wish perform could.
S0975,2025-04-26,Late,Alone attention process so camera magazine.
S0976,2025-04-06,Late,Short buy right skill market.
S0976,2025-05-28,Late,Thing soon young allow sing government.
S0976,2024-07-28,Late,Degree guy once treat middle guy machine.
S0976,2024-07-15,Absent without notice,Way seek success machine Mr range everyone.
S0976,2024-06-28,Late,Including accept sport mean.
S0976,2025-05-20,Helpful,Car bad school talk.
S0976,2025-01-31,Participative,Ball three than example reason modern seven out.
S0977,2025-01-23,Helpful,Agreement reach lose.
S0977,2024-12-30,Helpful,Ago argue war mean color.
S0977,2024-08-17,Late,Together even she use long.
S0977,2025-05-30,Disruptive,Start enter although pretty require.
S0977,2025-02-12,Absent without notice,Though six case effect model tell church.
S0978,2024-11-18,Late,Military hot season federal physical.
S0978,2025-02-27,Disruptive,Another theory fire somebody part quickly.
S0978,2025-01-23,Absent without notice,Another effect money age offer.
S0978,2025-03-21,Disruptive,Physical safe defense.
S0978,2024-08-07,Absent without notice,Couple special notice energy.
S0978,2024-10-21,Late,East near owner.
S0979,2024-08-16,Participative,Huge statement our.
S0979,2025-05-31,Late,Want resource eat thank image require price.
S0979,2024-12-21,Helpful,Sea prove before other although car measure.
S0979,2025-05-31,Late,Job will industry part parent mention.
S0980,2024-08-04,Participative,Would often dream herself.
S0980,2024-09-28,Absent without notice,Page reveal continue such fact.
S0980,2024-11-21,Late,Meeting recognize each current.
S0980,2025-05-07,Absent without notice,Own they conference wall development process election.
S0980,2024-12-20,Helpful,Environment coach crime hear.
S0980,2024-11-12,Disruptive,Eye visit fall open music compare.
S0981,2025-05-22,Participative,Focus standard evening job.
S0981,2025-02-19,Participative,Summer long third candidate also year century.
S0981,2025-04-06,Helpful,Fight call factor stuff man.
S0981,2025-01-29,Helpful,Window kitchen science hospital sound.
S0981,2025-01-14,Disruptive,Whatever apply politics return.
S0981,2025-06-01,Absent without notice,Reach on attention past fine.
S0981,2024-10-12,Helpful,Federal official side movement.
S0981,2024-06-22,Absent without notice,Big often brother rule.
S0981,2025-02-20,Helpful,Themselves now others southern growth.
S0982,2024-07-15,Helpful,Wonder important bag benefit inside police spend.
S0982,2024-06-30,Participative,Why specific billion evening area involve someone a.
S0982,2025-05-23,Disruptive,Apply take only participant among.
S0982,2024-08-16,Absent without notice,Wish down health would stage.
S0982,2025-04-17,Helpful,Pick enjoy but everybody analysis throw school.
S0982,2025-06-08,Absent without notice,Guess majority smile develop glass may series.
S0982,2025-03-16,Absent without notice,Direction of food again address cut.
S0982,2025-01-28,Disruptive,Walk tonight number whole size the someone.
S0982,2024-07-18,Late,Near he worry field series right.
S0983,2025-05-08,Helpful,Social step share form.
S0983,2024-11-06,Disruptive,Decision across my baby drop cultural reality.
S0983,2024-09-26,Late,Protect discussion matter.
S0983,2024-07-11,Disruptive,Present find want main building in evidence situation.
S0983,2025-01-18,Disruptive,Father husband together issue hot available team.
S0983,2024-06-27,Late,Radio occur summer sell.
S0983,2024-07-27,Disruptive,Character social material hit.
S0983,2024-12-24,Absent without notice,Ask discuss month same.
S0983,2025-02-12,Late,Left my family fire capital.
S0984,2024-08-17,Helpful,Crime popular measure its full.
S0984,2025-01-11,Helpful,Trade high understand feeling thus.
S0984,2025-04-29,Late,Civil can shoulder student project pull.
S0984,2025-02-25,Participative,Prepare soon direction least paper research car.
S0984,2025-06-08,Late,Name better laugh since assume enter billion site.
S0985,2024-08-25,Disruptive,True return building race.
S0985,2025-01-13,Disruptive,Stage officer how.
S0985,2024-12-07,Absent without notice,Age many surface sister available his.
S0985,2024-11-18,Participative,Lay note quality better economy start sea.
S0985,2024-11-16,Participative,Hair instead discussion role health might.
S0985,2024-07-24,Late,Guy hand foreign he exactly affect forward.
S0986,2024-10-04,Late,Television many phone media what same.
S0986,2024-12-09,Late,Else above dream rate apply history responsibility.
S0986,2024-07-07,Participative,Cost series media evidence cell factor.
S0986,2024-11-26,Late,Admit administration candidate stage president none eye.
S0986,2025-02-03,Participative,There live man option organization get enter.
S0986,2024-11-10,Helpful,Character parent sport defense.
S0986,2024-11-30,Participative,Source determine board this senior.
S0986,2024-11-27,Absent without notice,Production financial clearly off.
S0986,2024-07-16,Helpful,Fill century office he.
S0987,2024-07-07,Participative,Book alone base common his answer treat.
S0987,2025-01-27,Helpful,Wonder out east.
S0987,2024-10-04,Disruptive,Manager report smile able people.
S0987,2025-04-09,Participative,Possible with product think black walk they.
S0987,2025-06-06,Late,Hot quality today question turn.
S0987,2025-01-29,Disruptive,Some three establish teach interest former cup truth.
S0987,2024-08-25,Participative,Anyone standard new account central current this.
S0988,2025-02-11,Disruptive,Dark under beat everything laugh south keep.
S0988,2024-08-28,Participative,Either news rule goal similar.
S0988,2025-01-15,Participative,Run city know development.
S0988,2024-10-12,Absent without notice,Quickly trip begin medical issue before world.
S0988,2024-09-05,Disruptive,You minute challenge among.
S0988,2025-03-24,Helpful,Study possible third participant property wait war.
S0988,2025-04-22,Helpful,Eye western why different.
S0988,2024-12-05,Participative,Very they magazine key none.
S0989,2025-05-23,Helpful,Foot three walk mean stop court street card.
S0989,2025-06-11,Late,Property interesting feeling or summer.
S0989,2024-07-24,Disruptive,Various attention ready team before investment figure.
S0989,2025-01-13,Participative,New star parent event energy her.
S0989,2025-03-14,Helpful,Side class position bill.
S0989,2024-07-21,Helpful,American allow point accept medical American investment.
S0989,2025-02-17,Participative,Door decide its world professional.
S0989,2024-09-16,Participative,However character our goal star dinner.
